profile,pair_id,ligand,receptor,cluster
Wnt4_Fzd7_Lrp6,"[""Wnt4"",""Fzd7_Lrp6""]",Wnt4,Fzd7_Lrp6,1
Wnt4_Fzd8_Lrp5,"[""Wnt4"",""Fzd8_Lrp5""]",Wnt4,Fzd8_Lrp5,1
Wnt4_Fzd8_Lrp6,"[""Wnt4"",""Fzd8_Lrp6""]",Wnt4,Fzd8_Lrp6,1
Wnt4_Fzd9_Lrp5,"[""Wnt4"",""Fzd9_Lrp5""]",Wnt4,Fzd9_Lrp5,1
Wnt4_Fzd9_Lrp6,"[""Wnt4"",""Fzd9_Lrp6""]",Wnt4,Fzd9_Lrp6,1
Wnt5a_Fzd1,"[""Wnt5a"",""Fzd1""]",Wnt5a,Fzd1,1
Wnt5a_Fzd10,"[""Wnt5a"",""Fzd10""]",Wnt5a,Fzd10,1
Wnt5a_Fzd2,"[""Wnt5a"",""Fzd2""]",Wnt5a,Fzd2,1
Wnt5a_Fzd3,"[""Wnt5a"",""Fzd3""]",Wnt5a,Fzd3,1
Wnt5a_Fzd4,"[""Wnt5a"",""Fzd4""]",Wnt5a,Fzd4,1
Wnt5a_Fzd5,"[""Wnt5a"",""Fzd5""]",Wnt5a,Fzd5,1
Wnt5a_Fzd6,"[""Wnt5a"",""Fzd6""]",Wnt5a,Fzd6,1
Wnt5a_Fzd7,"[""Wnt5a"",""Fzd7""]",Wnt5a,Fzd7,1
Wnt5a_Fzd8,"[""Wnt5a"",""Fzd8""]",Wnt5a,Fzd8,1
Wnt5a_Fzd9,"[""Wnt5a"",""Fzd9""]",Wnt5a,Fzd9,1
Wnt5a_Mcam,"[""Wnt5a"",""Mcam""]",Wnt5a,Mcam,1
Wnt5b_Fzd1,"[""Wnt5b"",""Fzd1""]",Wnt5b,Fzd1,1
Wnt5b_Fzd10,"[""Wnt5b"",""Fzd10""]",Wnt5b,Fzd10,1
Wnt5b_Fzd2,"[""Wnt5b"",""Fzd2""]",Wnt5b,Fzd2,1
Wnt5b_Fzd3,"[""Wnt5b"",""Fzd3""]",Wnt5b,Fzd3,1
Wnt5b_Fzd4,"[""Wnt5b"",""Fzd4""]",Wnt5b,Fzd4,1
Wnt5b_Fzd5,"[""Wnt5b"",""Fzd5""]",Wnt5b,Fzd5,1
Wnt5b_Fzd6,"[""Wnt5b"",""Fzd6""]",Wnt5b,Fzd6,1
Wnt5b_Fzd7,"[""Wnt5b"",""Fzd7""]",Wnt5b,Fzd7,1
Wnt5b_Fzd8,"[""Wnt5b"",""Fzd8""]",Wnt5b,Fzd8,1
Wnt5b_Fzd9,"[""Wnt5b"",""Fzd9""]",Wnt5b,Fzd9,1
Wnt6_Fzd10_Lrp5,"[""Wnt6"",""Fzd10_Lrp5""]",Wnt6,Fzd10_Lrp5,1
Wnt6_Fzd10_Lrp6,"[""Wnt6"",""Fzd10_Lrp6""]",Wnt6,Fzd10_Lrp6,1
Wnt6_Fzd1_Lrp5,"[""Wnt6"",""Fzd1_Lrp5""]",Wnt6,Fzd1_Lrp5,1
Wnt6_Fzd1_Lrp6,"[""Wnt6"",""Fzd1_Lrp6""]",Wnt6,Fzd1_Lrp6,1
Wnt6_Fzd2_Lrp5,"[""Wnt6"",""Fzd2_Lrp5""]",Wnt6,Fzd2_Lrp5,1
Wnt6_Fzd2_Lrp6,"[""Wnt6"",""Fzd2_Lrp6""]",Wnt6,Fzd2_Lrp6,1
Wnt6_Fzd3_Lrp5,"[""Wnt6"",""Fzd3_Lrp5""]",Wnt6,Fzd3_Lrp5,1
Wnt6_Fzd3_Lrp6,"[""Wnt6"",""Fzd3_Lrp6""]",Wnt6,Fzd3_Lrp6,1
Wnt6_Fzd4_Lrp5,"[""Wnt6"",""Fzd4_Lrp5""]",Wnt6,Fzd4_Lrp5,1
Wnt6_Fzd4_Lrp6,"[""Wnt6"",""Fzd4_Lrp6""]",Wnt6,Fzd4_Lrp6,1
Wnt6_Fzd5_Lrp5,"[""Wnt6"",""Fzd5_Lrp5""]",Wnt6,Fzd5_Lrp5,1
Wnt6_Fzd5_Lrp6,"[""Wnt6"",""Fzd5_Lrp6""]",Wnt6,Fzd5_Lrp6,1
Wnt6_Fzd6_Lrp5,"[""Wnt6"",""Fzd6_Lrp5""]",Wnt6,Fzd6_Lrp5,1
Wnt6_Fzd6_Lrp6,"[""Wnt6"",""Fzd6_Lrp6""]",Wnt6,Fzd6_Lrp6,1
Wnt6_Fzd7_Lrp5,"[""Wnt6"",""Fzd7_Lrp5""]",Wnt6,Fzd7_Lrp5,1
Wnt6_Fzd7_Lrp6,"[""Wnt6"",""Fzd7_Lrp6""]",Wnt6,Fzd7_Lrp6,1
Wnt6_Fzd8_Lrp5,"[""Wnt6"",""Fzd8_Lrp5""]",Wnt6,Fzd8_Lrp5,1
Wnt6_Fzd8_Lrp6,"[""Wnt6"",""Fzd8_Lrp6""]",Wnt6,Fzd8_Lrp6,1
Wnt6_Fzd9_Lrp5,"[""Wnt6"",""Fzd9_Lrp5""]",Wnt6,Fzd9_Lrp5,1
Wnt6_Fzd9_Lrp6,"[""Wnt6"",""Fzd9_Lrp6""]",Wnt6,Fzd9_Lrp6,1
Wnt7a_Fzd10_Lrp5,"[""Wnt7a"",""Fzd10_Lrp5""]",Wnt7a,Fzd10_Lrp5,1
Wnt7a_Fzd10_Lrp6,"[""Wnt7a"",""Fzd10_Lrp6""]",Wnt7a,Fzd10_Lrp6,1
Wnt7a_Fzd1_Lrp5,"[""Wnt7a"",""Fzd1_Lrp5""]",Wnt7a,Fzd1_Lrp5,1
Wnt7a_Fzd1_Lrp6,"[""Wnt7a"",""Fzd1_Lrp6""]",Wnt7a,Fzd1_Lrp6,1
Wnt7a_Fzd2_Lrp5,"[""Wnt7a"",""Fzd2_Lrp5""]",Wnt7a,Fzd2_Lrp5,1
Wnt7a_Fzd2_Lrp6,"[""Wnt7a"",""Fzd2_Lrp6""]",Wnt7a,Fzd2_Lrp6,1
Wnt7a_Fzd3_Lrp5,"[""Wnt7a"",""Fzd3_Lrp5""]",Wnt7a,Fzd3_Lrp5,1
Wnt7a_Fzd3_Lrp6,"[""Wnt7a"",""Fzd3_Lrp6""]",Wnt7a,Fzd3_Lrp6,1
Wnt7a_Fzd4_Lrp5,"[""Wnt7a"",""Fzd4_Lrp5""]",Wnt7a,Fzd4_Lrp5,1
Wnt7a_Fzd4_Lrp6,"[""Wnt7a"",""Fzd4_Lrp6""]",Wnt7a,Fzd4_Lrp6,1
Wnt7a_Fzd5_Lrp5,"[""Wnt7a"",""Fzd5_Lrp5""]",Wnt7a,Fzd5_Lrp5,1
Wnt7a_Fzd5_Lrp6,"[""Wnt7a"",""Fzd5_Lrp6""]",Wnt7a,Fzd5_Lrp6,1
Wnt7a_Fzd6_Lrp5,"[""Wnt7a"",""Fzd6_Lrp5""]",Wnt7a,Fzd6_Lrp5,1
Wnt7a_Fzd6_Lrp6,"[""Wnt7a"",""Fzd6_Lrp6""]",Wnt7a,Fzd6_Lrp6,1
Wnt7a_Fzd7_Lrp5,"[""Wnt7a"",""Fzd7_Lrp5""]",Wnt7a,Fzd7_Lrp5,1
Wnt7a_Fzd7_Lrp6,"[""Wnt7a"",""Fzd7_Lrp6""]",Wnt7a,Fzd7_Lrp6,1
Wnt7a_Fzd8_Lrp5,"[""Wnt7a"",""Fzd8_Lrp5""]",Wnt7a,Fzd8_Lrp5,1
Wnt7a_Fzd8_Lrp6,"[""Wnt7a"",""Fzd8_Lrp6""]",Wnt7a,Fzd8_Lrp6,1
Wnt7a_Fzd9_Lrp5,"[""Wnt7a"",""Fzd9_Lrp5""]",Wnt7a,Fzd9_Lrp5,1
Wnt7a_Fzd9_Lrp6,"[""Wnt7a"",""Fzd9_Lrp6""]",Wnt7a,Fzd9_Lrp6,1
Wnt7b_Fzd10_Lrp5,"[""Wnt7b"",""Fzd10_Lrp5""]",Wnt7b,Fzd10_Lrp5,1
Wnt7b_Fzd10_Lrp6,"[""Wnt7b"",""Fzd10_Lrp6""]",Wnt7b,Fzd10_Lrp6,1
Wnt7b_Fzd1_Lrp5,"[""Wnt7b"",""Fzd1_Lrp5""]",Wnt7b,Fzd1_Lrp5,1
Wnt7b_Fzd1_Lrp6,"[""Wnt7b"",""Fzd1_Lrp6""]",Wnt7b,Fzd1_Lrp6,1
Wnt7b_Fzd2_Lrp5,"[""Wnt7b"",""Fzd2_Lrp5""]",Wnt7b,Fzd2_Lrp5,1
Wnt7b_Fzd2_Lrp6,"[""Wnt7b"",""Fzd2_Lrp6""]",Wnt7b,Fzd2_Lrp6,1
Wnt7b_Fzd3_Lrp5,"[""Wnt7b"",""Fzd3_Lrp5""]",Wnt7b,Fzd3_Lrp5,1
Wnt7b_Fzd3_Lrp6,"[""Wnt7b"",""Fzd3_Lrp6""]",Wnt7b,Fzd3_Lrp6,1
Wnt7b_Fzd4_Lrp5,"[""Wnt7b"",""Fzd4_Lrp5""]",Wnt7b,Fzd4_Lrp5,1
Wnt7b_Fzd4_Lrp6,"[""Wnt7b"",""Fzd4_Lrp6""]",Wnt7b,Fzd4_Lrp6,1
Wnt7b_Fzd5_Lrp5,"[""Wnt7b"",""Fzd5_Lrp5""]",Wnt7b,Fzd5_Lrp5,1
Wnt7b_Fzd5_Lrp6,"[""Wnt7b"",""Fzd5_Lrp6""]",Wnt7b,Fzd5_Lrp6,1
Wnt7b_Fzd6_Lrp5,"[""Wnt7b"",""Fzd6_Lrp5""]",Wnt7b,Fzd6_Lrp5,1
Wnt7b_Fzd6_Lrp6,"[""Wnt7b"",""Fzd6_Lrp6""]",Wnt7b,Fzd6_Lrp6,1
Wnt7b_Fzd7_Lrp5,"[""Wnt7b"",""Fzd7_Lrp5""]",Wnt7b,Fzd7_Lrp5,1
Wnt7b_Fzd7_Lrp6,"[""Wnt7b"",""Fzd7_Lrp6""]",Wnt7b,Fzd7_Lrp6,1
Wnt7b_Fzd8_Lrp5,"[""Wnt7b"",""Fzd8_Lrp5""]",Wnt7b,Fzd8_Lrp5,1
Wnt7b_Fzd8_Lrp6,"[""Wnt7b"",""Fzd8_Lrp6""]",Wnt7b,Fzd8_Lrp6,1
Wnt7b_Fzd9_Lrp5,"[""Wnt7b"",""Fzd9_Lrp5""]",Wnt7b,Fzd9_Lrp5,1
Wnt7b_Fzd9_Lrp6,"[""Wnt7b"",""Fzd9_Lrp6""]",Wnt7b,Fzd9_Lrp6,1
Wnt8a_Fzd10_Lrp5,"[""Wnt8a"",""Fzd10_Lrp5""]",Wnt8a,Fzd10_Lrp5,1
Wnt8a_Fzd10_Lrp6,"[""Wnt8a"",""Fzd10_Lrp6""]",Wnt8a,Fzd10_Lrp6,1
Wnt8a_Fzd1_Lrp5,"[""Wnt8a"",""Fzd1_Lrp5""]",Wnt8a,Fzd1_Lrp5,1
Wnt8a_Fzd1_Lrp6,"[""Wnt8a"",""Fzd1_Lrp6""]",Wnt8a,Fzd1_Lrp6,1
Wnt8a_Fzd2_Lrp5,"[""Wnt8a"",""Fzd2_Lrp5""]",Wnt8a,Fzd2_Lrp5,1
Wnt8a_Fzd2_Lrp6,"[""Wnt8a"",""Fzd2_Lrp6""]",Wnt8a,Fzd2_Lrp6,1
Wnt8a_Fzd3_Lrp5,"[""Wnt8a"",""Fzd3_Lrp5""]",Wnt8a,Fzd3_Lrp5,1
Wnt8a_Fzd3_Lrp6,"[""Wnt8a"",""Fzd3_Lrp6""]",Wnt8a,Fzd3_Lrp6,1
Wnt8a_Fzd4_Lrp5,"[""Wnt8a"",""Fzd4_Lrp5""]",Wnt8a,Fzd4_Lrp5,1
Wnt8a_Fzd4_Lrp6,"[""Wnt8a"",""Fzd4_Lrp6""]",Wnt8a,Fzd4_Lrp6,1
Wnt8a_Fzd5_Lrp5,"[""Wnt8a"",""Fzd5_Lrp5""]",Wnt8a,Fzd5_Lrp5,1
Wnt8a_Fzd5_Lrp6,"[""Wnt8a"",""Fzd5_Lrp6""]",Wnt8a,Fzd5_Lrp6,1
Wnt8a_Fzd6_Lrp5,"[""Wnt8a"",""Fzd6_Lrp5""]",Wnt8a,Fzd6_Lrp5,1
Wnt8a_Fzd6_Lrp6,"[""Wnt8a"",""Fzd6_Lrp6""]",Wnt8a,Fzd6_Lrp6,1
Wnt8a_Fzd7_Lrp5,"[""Wnt8a"",""Fzd7_Lrp5""]",Wnt8a,Fzd7_Lrp5,1
Wnt8a_Fzd7_Lrp6,"[""Wnt8a"",""Fzd7_Lrp6""]",Wnt8a,Fzd7_Lrp6,1
Wnt8a_Fzd8_Lrp5,"[""Wnt8a"",""Fzd8_Lrp5""]",Wnt8a,Fzd8_Lrp5,1
Wnt8a_Fzd8_Lrp6,"[""Wnt8a"",""Fzd8_Lrp6""]",Wnt8a,Fzd8_Lrp6,1
Wnt8a_Fzd9_Lrp5,"[""Wnt8a"",""Fzd9_Lrp5""]",Wnt8a,Fzd9_Lrp5,1
Wnt8a_Fzd9_Lrp6,"[""Wnt8a"",""Fzd9_Lrp6""]",Wnt8a,Fzd9_Lrp6,1
Wnt8b_Fzd10_Lrp5,"[""Wnt8b"",""Fzd10_Lrp5""]",Wnt8b,Fzd10_Lrp5,1
Wnt8b_Fzd10_Lrp6,"[""Wnt8b"",""Fzd10_Lrp6""]",Wnt8b,Fzd10_Lrp6,1
Wnt8b_Fzd1_Lrp5,"[""Wnt8b"",""Fzd1_Lrp5""]",Wnt8b,Fzd1_Lrp5,1
Wnt8b_Fzd1_Lrp6,"[""Wnt8b"",""Fzd1_Lrp6""]",Wnt8b,Fzd1_Lrp6,1
Wnt8b_Fzd2_Lrp5,"[""Wnt8b"",""Fzd2_Lrp5""]",Wnt8b,Fzd2_Lrp5,1
Wnt8b_Fzd2_Lrp6,"[""Wnt8b"",""Fzd2_Lrp6""]",Wnt8b,Fzd2_Lrp6,1
Wnt8b_Fzd3_Lrp5,"[""Wnt8b"",""Fzd3_Lrp5""]",Wnt8b,Fzd3_Lrp5,1
Wnt8b_Fzd3_Lrp6,"[""Wnt8b"",""Fzd3_Lrp6""]",Wnt8b,Fzd3_Lrp6,1
Wnt8b_Fzd4_Lrp5,"[""Wnt8b"",""Fzd4_Lrp5""]",Wnt8b,Fzd4_Lrp5,1
Wnt8b_Fzd4_Lrp6,"[""Wnt8b"",""Fzd4_Lrp6""]",Wnt8b,Fzd4_Lrp6,1
Wnt8b_Fzd5_Lrp5,"[""Wnt8b"",""Fzd5_Lrp5""]",Wnt8b,Fzd5_Lrp5,1
Wnt8b_Fzd5_Lrp6,"[""Wnt8b"",""Fzd5_Lrp6""]",Wnt8b,Fzd5_Lrp6,1
Wnt8b_Fzd6_Lrp5,"[""Wnt8b"",""Fzd6_Lrp5""]",Wnt8b,Fzd6_Lrp5,1
Wnt8b_Fzd6_Lrp6,"[""Wnt8b"",""Fzd6_Lrp6""]",Wnt8b,Fzd6_Lrp6,1
Wnt8b_Fzd7_Lrp5,"[""Wnt8b"",""Fzd7_Lrp5""]",Wnt8b,Fzd7_Lrp5,1
Wnt8b_Fzd7_Lrp6,"[""Wnt8b"",""Fzd7_Lrp6""]",Wnt8b,Fzd7_Lrp6,1
Wnt8b_Fzd8_Lrp5,"[""Wnt8b"",""Fzd8_Lrp5""]",Wnt8b,Fzd8_Lrp5,1
Wnt8b_Fzd8_Lrp6,"[""Wnt8b"",""Fzd8_Lrp6""]",Wnt8b,Fzd8_Lrp6,1
Wnt8b_Fzd9_Lrp5,"[""Wnt8b"",""Fzd9_Lrp5""]",Wnt8b,Fzd9_Lrp5,1
Wnt8b_Fzd9_Lrp6,"[""Wnt8b"",""Fzd9_Lrp6""]",Wnt8b,Fzd9_Lrp6,1
Wnt9a_Fzd10_Lrp5,"[""Wnt9a"",""Fzd10_Lrp5""]",Wnt9a,Fzd10_Lrp5,1
Wnt9a_Fzd10_Lrp6,"[""Wnt9a"",""Fzd10_Lrp6""]",Wnt9a,Fzd10_Lrp6,1
Wnt9a_Fzd1_Lrp5,"[""Wnt9a"",""Fzd1_Lrp5""]",Wnt9a,Fzd1_Lrp5,1
Wnt9a_Fzd1_Lrp6,"[""Wnt9a"",""Fzd1_Lrp6""]",Wnt9a,Fzd1_Lrp6,1
Wnt9a_Fzd2_Lrp5,"[""Wnt9a"",""Fzd2_Lrp5""]",Wnt9a,Fzd2_Lrp5,1
Wnt9a_Fzd2_Lrp6,"[""Wnt9a"",""Fzd2_Lrp6""]",Wnt9a,Fzd2_Lrp6,1
Wnt9a_Fzd3_Lrp5,"[""Wnt9a"",""Fzd3_Lrp5""]",Wnt9a,Fzd3_Lrp5,1
Wnt9a_Fzd3_Lrp6,"[""Wnt9a"",""Fzd3_Lrp6""]",Wnt9a,Fzd3_Lrp6,1
Wnt9a_Fzd4_Lrp5,"[""Wnt9a"",""Fzd4_Lrp5""]",Wnt9a,Fzd4_Lrp5,1
Wnt9a_Fzd4_Lrp6,"[""Wnt9a"",""Fzd4_Lrp6""]",Wnt9a,Fzd4_Lrp6,1
Wnt9a_Fzd5_Lrp5,"[""Wnt9a"",""Fzd5_Lrp5""]",Wnt9a,Fzd5_Lrp5,1
Wnt9a_Fzd5_Lrp6,"[""Wnt9a"",""Fzd5_Lrp6""]",Wnt9a,Fzd5_Lrp6,1
Wnt9a_Fzd6_Lrp5,"[""Wnt9a"",""Fzd6_Lrp5""]",Wnt9a,Fzd6_Lrp5,1
Wnt9a_Fzd6_Lrp6,"[""Wnt9a"",""Fzd6_Lrp6""]",Wnt9a,Fzd6_Lrp6,1
Wnt9a_Fzd7_Lrp5,"[""Wnt9a"",""Fzd7_Lrp5""]",Wnt9a,Fzd7_Lrp5,1
Wnt9a_Fzd7_Lrp6,"[""Wnt9a"",""Fzd7_Lrp6""]",Wnt9a,Fzd7_Lrp6,1
Wnt9a_Fzd8_Lrp5,"[""Wnt9a"",""Fzd8_Lrp5""]",Wnt9a,Fzd8_Lrp5,1
Wnt9a_Fzd8_Lrp6,"[""Wnt9a"",""Fzd8_Lrp6""]",Wnt9a,Fzd8_Lrp6,1
Wnt9a_Fzd9_Lrp5,"[""Wnt9a"",""Fzd9_Lrp5""]",Wnt9a,Fzd9_Lrp5,1
Wnt9a_Fzd9_Lrp6,"[""Wnt9a"",""Fzd9_Lrp6""]",Wnt9a,Fzd9_Lrp6,1
Wnt9b_Fzd10_Lrp5,"[""Wnt9b"",""Fzd10_Lrp5""]",Wnt9b,Fzd10_Lrp5,1
Wnt9b_Fzd10_Lrp6,"[""Wnt9b"",""Fzd10_Lrp6""]",Wnt9b,Fzd10_Lrp6,1
Wnt9b_Fzd1_Lrp5,"[""Wnt9b"",""Fzd1_Lrp5""]",Wnt9b,Fzd1_Lrp5,1
Wnt9b_Fzd1_Lrp6,"[""Wnt9b"",""Fzd1_Lrp6""]",Wnt9b,Fzd1_Lrp6,1
Wnt9b_Fzd2_Lrp5,"[""Wnt9b"",""Fzd2_Lrp5""]",Wnt9b,Fzd2_Lrp5,1
Wnt9b_Fzd2_Lrp6,"[""Wnt9b"",""Fzd2_Lrp6""]",Wnt9b,Fzd2_Lrp6,1
Wnt9b_Fzd3_Lrp5,"[""Wnt9b"",""Fzd3_Lrp5""]",Wnt9b,Fzd3_Lrp5,1
Wnt9b_Fzd3_Lrp6,"[""Wnt9b"",""Fzd3_Lrp6""]",Wnt9b,Fzd3_Lrp6,1
Wnt9b_Fzd4_Lrp5,"[""Wnt9b"",""Fzd4_Lrp5""]",Wnt9b,Fzd4_Lrp5,1
Wnt9b_Fzd4_Lrp6,"[""Wnt9b"",""Fzd4_Lrp6""]",Wnt9b,Fzd4_Lrp6,1
Wnt9b_Fzd5_Lrp5,"[""Wnt9b"",""Fzd5_Lrp5""]",Wnt9b,Fzd5_Lrp5,1
Wnt9b_Fzd5_Lrp6,"[""Wnt9b"",""Fzd5_Lrp6""]",Wnt9b,Fzd5_Lrp6,1
Wnt9b_Fzd6_Lrp5,"[""Wnt9b"",""Fzd6_Lrp5""]",Wnt9b,Fzd6_Lrp5,1
Wnt9b_Fzd6_Lrp6,"[""Wnt9b"",""Fzd6_Lrp6""]",Wnt9b,Fzd6_Lrp6,1
Wnt9b_Fzd7_Lrp5,"[""Wnt9b"",""Fzd7_Lrp5""]",Wnt9b,Fzd7_Lrp5,1
Wnt9b_Fzd7_Lrp6,"[""Wnt9b"",""Fzd7_Lrp6""]",Wnt9b,Fzd7_Lrp6,1
Wnt9b_Fzd8_Lrp5,"[""Wnt9b"",""Fzd8_Lrp5""]",Wnt9b,Fzd8_Lrp5,1
Wnt9b_Fzd8_Lrp6,"[""Wnt9b"",""Fzd8_Lrp6""]",Wnt9b,Fzd8_Lrp6,1
Wnt9b_Fzd9_Lrp5,"[""Wnt9b"",""Fzd9_Lrp5""]",Wnt9b,Fzd9_Lrp5,1
Wnt9b_Fzd9_Lrp6,"[""Wnt9b"",""Fzd9_Lrp6""]",Wnt9b,Fzd9_Lrp6,1
